HBL
8124610.779	3981182.453
8124614.074	3981178.869
8124616.311	3981180.367
8124618.549	3981177.372
8124623.469	3981179.471
8124624.972	3981175.286
8124635.714	3981178.415
8124632.876	3981184.686
8124636.015	3981185.582
8124635.269	3981190.958

IGIS
8125020.646	3981228.773
8125022.082	3981230.712
8125024.676	3981232.143
8125026.891	3981232.143
8125029.618	3981231.1
8125032.346	3981228.252
8125033.392	3981226.032
8125033.002	3981222.275
8125031.566	3981219.667
8125029.095	3981217.327
8125024.42	3981217.461
8125021.425	3981219.413
8125019.867	3981221.619
8125019.221	3981223.959
8125018.575	3981222.529
8125014.412	3981224.869
8125011.941	3981219.413
8124982.185	3981233.841
8124985.825	3981240.073
8124977.71	3981244.499
8124980.281	3981248.831
8124976.597	3981250.864
8124979.324	3981255.277
8124990.623	3981250.209
8124992.861	3981254.501
8125010.638	3981247.347
8125009.08	3981241.757
8125011.028	3981240.594
8125012.074	3981244.619
8125021.559	3981240.46
8125015.97	3981230.458
8125020.646	3981228.773

S3H
8125540.953	3981183.202
8125574.394	3981168.573
8125565.499	3981148.248
8125549.714	3981155.148
8125542.122	3981137.791
8125557.907	3981130.891
8125543.547	3981098.064
8125524.745	3981106.287
8125522.652	3981101.5
8125504.875	3981109.269
8125514.281	3981130.784
8125518.99	3981128.725
8125520.971	3981133.271
8125516.274	3981135.317
8125520.459	3981144.892
8125517.721	3981146.082
8125527.951	3981169.469
8125533.818	3981166.902
8125540.953	3981183.202

EXAM CENTRE
8124467.288	3980805.774
8124463.792	3980803.22
8124500.35	3980744.64
8124515.289	3980753.598
8124519.697	3980746.418
8124522.313	3980745.709
8124521.935	3980744.546
8124520.476	3980744.867
8124519.486	3980737.098
8124527.233	3980736.296
8124529.026	3980741.15
8124541.082	3980749.44
8124502.042	3980808.154
8124522.179	3980821.793
8124517.415	3980828.465
8124511.76	3980824.561
8124504.023	3980836.261
8124501.841	3980834.469
8124498.001	3980840.031
8124495.619	3980838.159
8124494.372	3980840.178
8124497.032	3980842.171
8124494.461	3980846.878
8124474.234	3980834.121
8124476.115	3980831.901
8124475.269	3980828.799
8124479.767	3980827.716
8124479.099	3980823.183
8124482.104	3980822.822
8124463.481	3980811.604
8124467.288	3980805.774

KHADIJA HOSTEL
8125682.34	3981156.686
8125741.918	3981066.867
8125825.764	3981122.48
8125766.186	3981212.299
8125682.34	3981156.686

SEECS PG BLOCK
8125234.702	3980936.119
8125255.463	3980926.077
8125257.556	3980930.262
8125259.749	3980929.286
8125260.45	3980929.179
8125260.884	3980929.407
8125261.241	3980929.768
8125261.53	3980930.102
8125261.853	3980930.543
8125262.276	3980930.944
8125262.71	3980931.319
8125263.2	3980931.626
8125263.679	3980931.84
8125264.18	3980931.974
8125264.703	3980932.081
8125265.493	3980932.201
8125266.283	3980932.201
8125267.074	3980932.134
8125267.697	3980932.081
8125268.443	3980931.894
8125269.011	3980931.733
8125269.501	3980931.466
8125269.979	3980931.172
8125270.514	3980930.784
8125271.015	3980930.316
8125271.46	3980929.848
8125271.749	3980929.326
8125271.994	3980928.858
8125272.172	3980928.27
8125272.261	3980927.869
8125272.339	3980927.521
8125272.462	3980927.16
8125272.54	3980926.411
8125272.54	3980925.77
8125272.484	3980925.168
8125272.384	3980924.606
8125272.317	3980924.085
8125272.384	3980923.67
8125276.603	3980921.785
8125274.51	3980916.931
8125298.232	3980905.726
8125291.186	3980891.124
8125276.681	3980899.067
8125276.158	3980898.024
8125274.788	3980897.261
8125272.785	3980896.793
8125269.345	3980896.767
8125265.304	3980897.061
8125260.873	3980898.064
8125256.944	3980899.347
8125254.016	3980900.644
8125251.166	3980902.637
8125248.372	3980904.549
8125244.932	3980907.116
8125242.372	3980909.563
8125240.747	3980911.342
8125242.25	3980914.898
8125227.811	3980921.504
8125234.702	3980936.119

SEECS UG BLOCK
8125193.258	3980865.25
8125219.251	3980873.059
8125220.097	3980869.422
8125220.487	3980867.911
8125201.406	3980861.332
8125203.633	3980853.617
8125222.724	3980860.998
8125223.103	3980859.674
8125220.821	3980858.805
8125224.505	3980855.93
8125222.746	3980853.764
8125224.728	3980852.547
8125227.377	3980850.702
8125227.311	3980849.632
8125227.778	3980848.83
8125228.669	3980847.947
8125229.515	3980847.466
8125230.539	3980847.372
8125231.585	3980847.747
8125232.431	3980848.455
8125234.702	3980846.61
8125236.071	3980848.736
8125241.014	3980846.129
8125243.886	3980833.934
8125253.148	3980835.779
8125252.213	3980840.031
8125258.925	3980842.639
8125263.4	3980830.899
8125288.915	3980839.563
8125276.625	3980882.178
8125249.886	3980872.537
8125257.055	3980850.113
8125250.387	3980848.054
8125248.918	3980851.705
8125243.886	3980850.448
8125239.689	3980852.814
8125239.233	3980858.725
8125228.602	3980863.699
8125226.164	3980861.947
8125222.936	3980874.45
8125237.63	3980879.785
8125229.303	3980905.846
8125186.501	3980890.629
8125193.258	3980865.25

CENTRAL LIBRARY CAFE
8125419.448	3980822.662
8125395.559	3980823.558
8125392.575	3980797.871
8125416.164	3980789.808
8125419.448	3980822.662

MARGALLA CAFE
8125100.852	3981478.042
8125104.058	3981477.815
8125106.818	3981473.562
8125104.726	3981467.893
8125098.681	3981470.433
8125100.852	3981478.042

LIBRARY CENTRAL
8125436.001	3980851.37
8125435.6	3980848.335
8125437.415	3980847.319
8125437.615	3980845.286
8125434.988	3980843.869
8125434.988	3980837.197
8125440.654	3980837.397
8125442.079	3980835.98
8125443.894	3980835.164
8125446.732	3980834.763
8125449.771	3980834.562
8125453.011	3980834.148
8125455.849	3980834.148
8125460.914	3980833.747
8125464.755	3980833.947
8125461.115	3980839.817
8125462.328	3980841.85
8125464.755	3980842.05
8125466.781	3980842.652
8125468.807	3980842.251
8125470.833	3980841.235
8125474.072	3980838.614
8125475.497	3980837.397
8125480.551	3980838.815
8125483.802	3980840.232
8125486.028	3980840.834
8125487.642	3980842.866
8125483.802	3980858.658
8125480.763	3980857.24
8125477.924	3980856.639
8125474.885	3980855.622
8125471.033	3980854.205
8125466.781	3980852.788
8125462.529	3980852.387
8125458.477	3980852.173
8125454.836	3980851.972
8125451.597	3980851.972
